"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-01-28","10.74",",,W","0.00",",,W,2400","43","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-01-29","6.93",",,W","0.00",",,W,2400","43","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-01-30","2.46",",,W","0.00",",,W,2400","42","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-01-31","5.37",",,W","0.01",",,W,2400","44","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-01","7.61",",,W","0.68",",,W,2400","48","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-02","6.93",",,W","0.03",",,W,2400","47","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-03","11.18",",,W","0.09",",,W,2400","41","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-04","16.55",",,W","0.13",",,W,2400","29","H,,S","    1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-05","3.80",",,W","0.00",",,W,2400","27","H,,S",,,,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-06","4.70",",,W","0.00",",,W,2400","28","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-07","5.37",",,W","0.00",",,W,2400","31","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-08","7.38",",,W","0.46",",,W,2400","33","H,,S","    1",",,W","    1",",,W",,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-09","13.87",",,W","0.16",",,W,2400","31","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-10","12.08",",,W","0.16",",,W,2400","27","H,,S","    1",",,W","    1",",,W",,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-11","7.16",",,W","1.22",",,W,2400","33","H,,S","    1",",,W","    1",",,W",,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-12","9.17",",,W","0.86",",,W,2400","35","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-13","7.61",",,W","0.02",",,W,2400","37","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-14","9.17",",,W","0.12",",,W,2400","37","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-15","6.93",",,W","0.00","T,,W,2400","41","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-16","4.25",",,W","0.15",",,W,2400","40","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-17","3.58",",,W","0.00","T,,W,2400","38","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-18","5.37",",,W","0.05",",,W,2400","38","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-19","7.38",",,W","0.13",",,W,2400","40","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-20","7.38",",,W","0.19",",,W,2400","40","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-21","6.04",",,W","0.00",",,W,2400","39","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-22","10.96",",,W","0.11",",,W,2400","39","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-23","7.61",",,W","0.05",",,W,2400","40","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-24","8.72",",,W","0.01",",,W,2400","40","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-25","11.18",",,W","0.00",",,W,2400","38","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-26","12.75",",,W","0.00",",,W,2400","37","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-27","8.05",",,W","0.00","T,,W,2400","37","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-02-28","5.14",",,W","0.00",",,W,2400","38","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-01","6.26",",,W","0.00",",,W,2400","42","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-02","11.18",",,W","0.00",",,W,2400","42","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-03","12.97",",,W","0.00",",,W,2400","40","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-04","10.74",",,W","0.00",",,W,2400","37","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-05","9.40",",,W","0.00",",,W,2400","38","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-06","9.40",",,W","0.12",",,W,2400","38","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-07","10.51",",,W","0.21",",,W,2400","37","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-08","3.36",",,W","0.06",",,W,2400","37","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-09","6.26",",,W","0.00",",,W,2400","36","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-10","4.25",",,W","0.00",",,W,2400","40","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-11","8.50",",,W","0.28",",,W,2400","42","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-12","5.82",",,W","0.49",",,W,2400","42","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-13","4.70",",,W","0.00",",,W,2400","42","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-14","5.14",",,W","0.00",",,W,2400","45","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-15","5.59",",,W","0.00",",,W,2400","49","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-16","5.59",",,W","0.00",",,W,2400","50","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-17","8.95",",,W","0.00",",,W,2400","51","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-18","16.11",",,W","0.00",",,W,2400","57","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-19","15.43",",,W","0.00",",,W,2400","67","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-20","11.63",",,W","0.00",",,W,2400","68","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-21","8.50",",,W","0.00",",,W,2400","58","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-22","8.28",",,W","0.01",",,W,2400","53","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-23","4.92",",,W","0.00",",,W,2400","51","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-24","4.92",",,W","0.00",",,W,2400","50","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-25","9.17",",,W","0.16",",,W,2400","51","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-26","8.05",",,W","0.04",",,W,2400","48","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-27","14.32",",,W","0.00",",,W,2400","49","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-28","4.92",",,W","0.00",",,W,2400","52","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-29","4.70",",,W","0.00",",,W,2400","53","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-30","6.71",",,W","0.00",",,W,2400","53","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-03-31","6.71",",,W","0.00",",,W,2400","55","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-01","9.17",",,W","0.00",",,W,2400","56","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-02","10.07",",,W","0.00",",,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-03","11.86",",,W","0.03",",,W,2400","56","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-04","5.59",",,W","0.06",",,W,2400","52","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-05","11.41",",,W","0.32",",,W,2400","54","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-06","10.51",",,W","0.26",",,W,2400","50","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-07","5.82",",,W","0.28",",,W,2400","49","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-08","4.70",",,W","0.05",",,W,2400","52","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-09","10.07",",,W","0.33",",,W,2400","51","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-10","10.74",",,W","0.28",",,W,2400","49","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-11","9.17",",,W","0.40",",,W,2400","49","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-12","5.59",",,W","0.65",",,W,2400","51","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-13","14.54",",,W","0.09",",,W,2400","49","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-14","12.30",",,W","0.01",",,W,2400","46","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-15","6.71",",,W","0.00","T,,W,2400","46","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-16","7.38",",,W","0.21",",,W,2400","50","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-17","10.29",",,W","0.00",",,W,2400","52","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-18","8.05",",,W","0.13",",,W,2400","57","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-19","8.05",",,W","0.16",",,W,2400","56","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-20","4.92",",,W","0.00","T,,W,2400","52","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-21","7.16",",,W","0.00",",,W,2400","52","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-22","8.50",",,W","0.13",",,W,2400","52","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-23","10.07",",,W","0.00",",,W,2400","53","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-24","7.38",",,W","0.00",",,W,2400","52","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-25","9.40",",,W","0.00",",,W,2400","53","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-26","8.72",",,W","0.00",",,W,2400","54","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-27","8.05",",,W","0.14",",,W,2400","51","H,,S","    1",",,W",,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-28","8.28",",,W","0.00",",,W,2400","48","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-29","9.62",",,W","0.00",",,W,2400","54","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-04-30","6.04",",,W","0.00",",,W,2400","54","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-01","11.18",",,W","0.00",",,W,2400","55","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-02","9.84",",,W","0.00",",,W,2400","52","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-03","5.82",",,W","0.00",",,W,2400","53","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-04","6.93",",,W","0.00",",,W,2400","56","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-05","6.71",",,W","0.00",",,W,2400","60","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-06","6.71",",,W","0.00",",,W,2400","61","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-07","5.82",",,W","0.00",",,W,2400","63","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-08","7.61",",,W","0.00",",,W,2400","62","H,,S","    1",",,W",,,,,,,"    1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-09","10.51",",,W","0.00",",,W,2400","68","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-10","5.37",",,W","0.00",",,W,2400","70","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-11","6.26",",,W","0.00",",,W,2400","72","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-12","7.61",",,W","0.00",",,W,2400","58","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-13","5.37",",,W","0.00",",,W,2400","56","H,,S",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2019-05-14","8.28",",,W","0.16",",,W,2400","57","H,,S","    1",",,W",,,,,,,,,,
